ENGINE_COOLANT_TEMP,ENGINE_COOLANT_TEMP_entropy,ENGINE_COOLANT_TEMP_complexity,ENGINE_COOLANT_TEMP_fisher,ENGINE_LOAD,ENGINE_LOAD_entropy,ENGINE_LOAD_complexity,ENGINE_LOAD_fisher,ENGINE_RPM,ENGINE_RPM_entropy,ENGINE_RPM_complexity,ENGINE_RPM_fisher,INTAKE_MANIFOLD_PRESSURE,INTAKE_MANIFOLD_PRESSURE_entropy,INTAKE_MANIFOLD_PRESSURE_complexity,INTAKE_MANIFOLD_PRESSURE_fisher,Short Term Fuel Trim Bank 1,Short Term Fuel Trim Bank 1_entropy,Short Term Fuel Trim Bank 1_complexity,Short Term Fuel Trim Bank 1_fisher,MAF,MAF_entropy,MAF_complexity,MAF_fisher,SPEED,SPEED_entropy,SPEED_complexity,SPEED_fisher,THROTTLE_POS,THROTTLE_POS_entropy,THROTTLE_POS_complexity,THROTTLE_POS_fisher,TIMING_ADVANCE,TIMING_ADVANCE_entropy,TIMING_ADVANCE_complexity,TIMING_ADVANCE_fisher
82.0,NaN,NaN,NaN,18.0,0.7064921526345214,0.3868651490036904,0.7064921526345214,1666.0,0.7130043541716691,0.386344912554731,0.7130043541716691,20.0,0.6518973110742283,0.4114027021093179,0.6518973110742283,0.0,0.5747616423736124,0.4200486018552787,0.5747616423736124,4.33,0.72119286754141,0.38366238170111094,0.72119286754141,29.0,0.6074826889838632,0.41306872354024743,0.6074826889838632,22.0,0.6656072298561659,0.411742434563375,0.6656072298561659,63.1,0.6939946605262838,0.40568705905207497,0.6939946605262838
82.0,NaN,NaN,NaN,40.0,0.7064921526345214,0.3868651490036904,0.7064921526345214,770.0,0.7097266985119767,0.3860242445248575,0.7097266985119767,32.0,0.6428687218189033,0.4127678707602733,0.6428687218189033,-0.8,0.5747616423736124,0.4200486018552787,0.5747616423736124,4.72,0.7192411739709667,0.3836409807309728,0.7192411739709667,20.0,0.6322279521046115,0.4141126520091892,0.6322279521046115,22.0,0.6743819541357998,0.4096740806364154,0.6743819541357998,66.7,0.6939946605262838,0.40568705905207497,0.6939946605262838
82.0,NaN,NaN,NaN,37.6,0.6997380523558616,0.3897472245425964,0.6997380523558616,792.0,0.7097266985119767,0.3860242445248575,0.7097266985119767,35.0,0.6334576049633296,0.4138157958766619,0.6334576049633296,-8.6,0.5917949306811369,0.4237914403723526,0.5917949306811369,4.24,0.7099087739969572,0.3864163757019183,0.7099087739969572,0.0,0.6446923502662598,0.414006262678411,0.6446923502662598,20.4,0.6743819541357999,0.40967408063641547,0.6743819541357999,56.1,0.6939946605262838,0.40568705905207497,0.6939946605262838
82.0,NaN,NaN,NaN,38.0,0.699672422512279,0.389463770386134,0.699672422512279,808.0,0.7044618639441964,0.38922085815100427,0.7044618639441964,32.0,0.6334576049633296,0.4138157958766619,0.6334576049633296,0.0,0.5917949306811369,0.4237914403723526,0.5917949306811369,4.26,0.7047379543321729,0.38960550129363336,0.7047379543321729,0.0,0.6355051955543068,0.41517198528746196,0.6355051955543068,20.4,0.675254617254653,0.4097424227613504,0.675254617254653,53.7,0.6939946605262838,0.40568705905207586,0.6939946605262838
82.0,NaN,NaN,NaN,68.6,0.699672422512279,0.389463770386134,0.699672422512279,1291.0,0.7024746850361088,0.3891198100725994,0.7024746850361088,22.0,0.6234725738865049,0.4146442074548788,0.6234725738865049,3.1,0.5747616423736124,0.4200486018552787,0.5747616423736124,10.33,0.6995671346673887,0.39270652594614563,0.6995671346673887,16.0,0.6446923502662598,0.4140062626784098,0.6446923502662598,27.5,0.660572212176184,0.40975040605094365,0.660572212176184,55.3,0.6864686432622468,0.40832378721930085,0.6864686432622468
83.0,NaN,NaN,NaN,58.4,0.6927779962925666,0.39248193153984695,0.6927779962925666,1495.0,0.7007503937176018,0.3885794909990937,0.7007503937176018,40.0,0.5935174806560307,0.41571665562845334,0.5935174806560307,-1.6,0.5917949306811369,0.4237914403723526,0.5917949306811369,13.22,0.6995671346673887,0.39270652594614563,0.6995671346673887,24.0,0.6447458164500853,0.41416896022257604,0.6447458164500853,30.6,0.6515232777628116,0.4114835547393131,0.6515232777628116,66.7,0.6776939189826129,0.4106376096808679,0.6776939189826129
83.0,NaN,NaN,NaN,58.4,0.699672422512279,0.389463770386134,0.699672422512279,2103.0,0.6951125207441502,0.38740322730433296,0.6951125207441502,32.0,0.5754962944993228,0.4113916242961142,0.5754962944993228,-7.0,0.5917949306811369,0.4237914403723526,0.5917949306811369,18.51,0.6943963150026043,0.3957194496594566,0.6943963150026043,26.0,0.6447458164500853,0.41416896022257604,0.6447458164500853,32.5,0.635191577808295,0.4099823968152967,0.635191577808295,69.4,0.6737468181027348,0.409660095890497,0.6737468181027348
83.0,NaN,NaN,NaN,41.2,0.6853950673987609,0.3902981617903204,0.6853950673987609,2060.0,0.6951125207441502,0.38740322730433296,0.6951125207441502,18.0,0.6154364188066217,0.41091656446070773,0.6154364188066217,-0.8,0.5747616423736124,0.4200486018552787,0.5747616423736124,12.81,0.6943963150026043,0.3957194496594566,0.6943963150026043,20.0,0.6447458164500853,0.41416896022257604,0.6447458164500853,30.2,0.6696211465895563,0.407813197141759,0.6696211465895563,72.2,0.668444728064997,0.40791188508994936,0.668444728064997
83.0,NaN,NaN,NaN,16.9,0.699672422512279,0.389463770386134,0.699672422512279,1362.0,0.7003773553119305,0.3843123997799785,0.7003773553119305,50.0,0.6254214498834464,0.4102091384347402,0.6254214498834464,7.8,0.5747616423736124,0.4200486018552787,0.5747616423736124,3.9,0.7037287149766138,0.3933519835267056,0.7037287149766138,17.0,0.6447458164500853,0.41416896022257604,0.6447458164500853,23.1,0.665607229856166,0.4068481051297278,0.665607229856166,61.2,0.6743819541357999,0.40967408063641547,0.6743819541357999
83.0,NaN,NaN,NaN,65.1,0.7131170173939189,0.38792877232667944,0.7131170173939189,1595.0,0.7076293687877986,0.3812001044206301,0.7076293687877986,72.0,0.6254214498834464,0.4102091384347402,0.6254214498834464,0.0,0.5917949306811369,0.4237914403723526,0.5917949306811369,15.36,0.7027375726256898,0.3931734107108804,0.7027375726256898,33.0,0.6481968856414482,0.41076559180938355,0.6481968856414482,33.3,0.668919194702979,0.40783767113865116,0.668919194702979,67.5,0.6622952650093531,0.41071826753601154,0.6622952650093531
